author,post,upvotes,downvotes,total reply count,direct reply count,wordcount,posting utc date,posting utc time,posted at (unix timestamp),posted at (utc unix timestamp)
super_cheeky,"WAYWT - May 17, 2017",57,0,14,6,16,2017-05-17,16:15:48,1495066548.0,1495037748.0
respectablerag,"WAYWT - May 17, 2017",41,0,4,3,11,2017-05-18,00:13:28,1495095208.0,1495066408.0
WeddingShit,"WAYWT - May 17, 2017",19,0,2,2,61,2017-05-17,19:21:23,1495077683.0,1495048883.0
tomlizzo,"WAYWT - May 17, 2017",33,0,6,4,4,2017-05-17,16:12:21,1495066341.0,1495037541.0
LizzyLemonade,"WAYWT - May 17, 2017",36,0,9,5,191,2017-05-17,17:39:58,1495071598.0,1495042798.0
emaleau,"WAYWT - May 17, 2017",39,0,2,1,80,2017-05-17,17:46:43,1495072003.0,1495043203.0
bikinikills,"WAYWT - May 17, 2017",32,0,7,4,78,2017-05-17,19:55:53,1495079753.0,1495050953.0
shercocked,"WAYWT - May 17, 2017",74,0,14,7,154,2017-05-17,16:10:41,1495066241.0,1495037441.0
lawschoolbimbo,"WAYWT - May 17, 2017",14,0,1,1,51,2017-05-17,16:43:23,1495068203.0,1495039403.0
tamberra,"WAYWT - May 17, 2017",17,0,2,1,17,2017-05-17,22:11:19,1495087879.0,1495059079.0
lfinfin,"WAYWT - May 17, 2017",16,0,2,1,25,2017-05-17,16:11:28,1495066288.0,1495037488.0
jforres,"WAYWT - May 17, 2017",31,0,6,3,123,2017-05-17,17:01:13,1495069273.0,1495040473.0
llama_delrey,"WAYWT - May 17, 2017",31,0,1,1,69,2017-05-17,17:25:51,1495070751.0,1495041951.0
hellojazz,"WAYWT - May 17, 2017",28,0,4,2,49,2017-05-17,17:55:04,1495072504.0,1495043704.0
Gabwielle,"WAYWT - May 17, 2017",34,0,11,3,147,2017-05-17,16:03:27,1495065807.0,1495037007.0
exmechanistic,"WAYWT - May 17, 2017",38,0,8,4,4,2017-05-17,16:17:18,1495066638.0,1495037838.0
xtinamariet,"WAYWT - May 17, 2017",18,0,0,0,104,2017-05-17,16:43:05,1495068185.0,1495039385.0
302149,"WAYWT - May 17, 2017",17,0,6,3,109,2017-05-17,23:47:27,1495093647.0,1495064847.0
tuliphaze,"WAYWT - May 17, 2017",24,0,3,2,92,2017-05-17,16:45:00,1495068300.0,1495039500.0
,"WAYWT - May 17, 2017",10,0,4,2,83,2017-05-18,12:34:04,1495139644.0,1495110844.0
kshortcpmail,"WAYWT - May 17, 2017",5,0,1,1,67,2017-05-19,15:13:32,1495235612.0,1495206812.0
ruthannr94,"WAYWT - May 17, 2017",19,0,1,1,164,2017-05-17,16:34:39,1495067679.0,1495038879.0
blackninjakitty,"WAYWT - May 17, 2017",8,0,10,5,125,2017-05-18,16:31:42,1495153902.0,1495125102.0
,"WAYWT - May 17, 2017",2,0,0,0,218,2017-05-21,08:10:54,1495383054.0,1495354254.0
,"WAYWT - May 17, 2017",0,0,1,1,1,2017-05-17,16:09:55,1495066195.0,1495037395.0
,"WAYWT - May 14, 2017",69,0,4,4,1,2017-05-14,19:02:15,1494817335.0,1494788535.0
Hoosiergirl29,"WAYWT - May 14, 2017",49,0,5,3,59,2017-05-14,17:00:18,1494810018.0,1494781218.0
faux-kwah,"WAYWT - May 14, 2017",81,0,12,9,84,2017-05-14,17:34:09,1494812049.0,1494783249.0
maya1987_K,"WAYWT - May 14, 2017",104,0,10,5,149,2017-05-14,21:40:40,1494826840.0,1494798040.0
villonious,"WAYWT - May 14, 2017",52,0,8,5,33,2017-05-14,16:04:41,1494806681.0,1494777881.0
EpicShitTime,"WAYWT - May 14, 2017",53,0,3,3,91,2017-05-14,16:11:51,1494807111.0,1494778311.0
ticklytiger,"WAYWT - May 14, 2017",24,0,3,1,46,2017-05-14,17:00:16,1494810016.0,1494781216.0
ojiua,"WAYWT - May 14, 2017",24,0,6,3,98,2017-05-14,16:07:00,1494806820.0,1494778020.0
witchypoo97,"WAYWT - May 14, 2017",22,0,2,1,174,2017-05-15,00:00:40,1494835240.0,1494806440.0
muzzyhoo92,"WAYWT - May 14, 2017",82,0,4,2,88,2017-05-14,16:35:04,1494808504.0,1494779704.0
firstthingmonday,"WAYWT - May 14, 2017",46,0,4,4,70,2017-05-14,16:11:21,1494807081.0,1494778281.0
charts_and_facts,"WAYWT - May 14, 2017",45,0,9,7,47,2017-05-14,19:21:20,1494818480.0,1494789680.0
coffee_for_dinner,"WAYWT - May 14, 2017",38,0,11,8,83,2017-05-14,16:07:16,1494806836.0,1494778036.0
weedywitch,"WAYWT - May 14, 2017",37,0,5,5,148,2017-05-15,16:00:41,1494892841.0,1494864041.0
somethings_nothings,"WAYWT - May 14, 2017",71,0,6,3,12,2017-05-14,16:23:20,1494807800.0,1494779000.0
bikinikills,"WAYWT - May 14, 2017",17,0,6,4,149,2017-05-14,17:19:23,1494811163.0,1494782363.0
licorice_roll,"WAYWT - May 14, 2017",14,0,2,1,59,2017-05-14,20:41:50,1494823310.0,1494794510.0
MoonlightBloom,"WAYWT - May 14, 2017",44,0,8,7,52,2017-05-14,19:22:29,1494818549.0,1494789749.0
tapdancepanda,"WAYWT - May 14, 2017",44,0,10,4,39,2017-05-14,22:03:58,1494828238.0,1494799438.0
saewhatusaehowusae,"WAYWT - May 14, 2017",30,0,7,4,99,2017-05-14,16:40:02,1494808802.0,1494780002.0
airfrommylungs,"WAYWT - May 14, 2017",29,0,7,3,144,2017-05-14,17:13:06,1494810786.0,1494781986.0
swordsandspikes,"WAYWT - May 14, 2017",30,0,0,0,34,2017-05-14,20:57:35,1494824255.0,1494795455.0
kcwashere,"WAYWT - May 14, 2017",34,0,7,4,36,2017-05-14,18:18:55,1494814735.0,1494785935.0
twoblueshoes,"WAYWT - May 14, 2017",11,0,0,0,170,2017-05-14,16:47:34,1494809254.0,1494780454.0
aaalexisaurus,"WAYWT - May 14, 2017",12,0,0,0,51,2017-05-16,04:36:19,1494938179.0,1494909379.0
xomandark,"WAYWT - May 14, 2017",26,0,7,3,52,2017-05-14,16:21:17,1494807677.0,1494778877.0
Lalalalethal,"WAYWT - May 14, 2017",24,0,4,2,34,2017-05-14,17:26:33,1494811593.0,1494782793.0
Geirrid,"WAYWT - May 14, 2017",24,0,0,0,86,2017-05-14,18:11:12,1494814272.0,1494785472.0
hrshy1204,"WAYWT - May 14, 2017",27,0,2,1,33,2017-05-15,01:09:29,1494839369.0,1494810569.0
Shprintze613,"WAYWT - May 14, 2017",17,0,4,2,18,2017-05-14,17:22:54,1494811374.0,1494782574.0
ahrieru,"WAYWT - May 14, 2017",34,0,2,1,34,2017-05-14,18:24:17,1494815057.0,1494786257.0
bnkb,"WAYWT - May 14, 2017",8,0,4,2,68,2017-05-14,16:35:57,1494808557.0,1494779757.0
exmechanistic,"WAYWT - May 14, 2017",23,0,3,1,6,2017-05-14,20:23:34,1494822214.0,1494793414.0
wanderedoff,"WAYWT - May 14, 2017",25,0,4,3,62,2017-05-14,21:19:36,1494825576.0,1494796776.0
LisaXavier,"WAYWT - May 14, 2017",25,0,5,4,58,2017-05-15,00:44:41,1494837881.0,1494809081.0
respectablerag,"WAYWT - May 14, 2017",30,0,8,4,134,2017-05-15,05:01:20,1494853280.0,1494824480.0
14pulsars,"WAYWT - May 14, 2017",5,0,0,0,60,2017-05-16,03:46:05,1494935165.0,1494906365.0
,"WAYWT - May 14, 2017",1,0,2,1,1,2017-05-15,07:20:18,1494861618.0,1494832818.0
villonious,"WAYWT - May 10, 2017",51,0,18,6,38,2017-05-10,20:38:23,1494477503.0,1494448703.0
stephamelon,"WAYWT - May 10, 2017",47,0,7,5,75,2017-05-10,17:09:28,1494464968.0,1494436168.0
starried,"WAYWT - May 10, 2017",50,0,2,1,48,2017-05-10,22:06:41,1494482801.0,1494454001.0
stylesforthought,"WAYWT - May 10, 2017",39,0,9,3,91,2017-05-11,15:38:37,1494545917.0,1494517117.0
super_cheeky,"WAYWT - May 10, 2017",104,0,24,11,14,2017-05-10,17:02:30,1494464550.0,1494435750.0
always-_-sleepy,"WAYWT - May 10, 2017",70,0,7,4,37,2017-05-10,18:54:04,1494471244.0,1494442444.0
kcwashere,"WAYWT - May 10, 2017",86,0,13,6,45,2017-05-10,17:09:55,1494464995.0,1494436195.0
sarahaw13,"WAYWT - May 10, 2017",58,0,7,4,25,2017-05-10,16:33:45,1494462825.0,1494434025.0
bikinikills,"WAYWT - May 10, 2017",23,0,7,4,131,2017-05-10,21:01:04,1494478864.0,1494450064.0
eyeslikeashowroom,"WAYWT - May 10, 2017",23,0,3,3,86,2017-05-10,21:40:32,1494481232.0,1494452432.0
tamberra,"WAYWT - May 10, 2017",24,0,1,1,33,2017-05-11,00:39:54,1494491994.0,1494463194.0
coffee_for_dinner,"WAYWT - May 10, 2017",51,0,14,7,100,2017-05-10,16:05:46,1494461146.0,1494432346.0
Scrap-Icon,"WAYWT - May 10, 2017",50,0,4,3,6,2017-05-10,16:52:54,1494463974.0,1494435174.0
ruthannr94,"WAYWT - May 10, 2017",50,0,12,5,82,2017-05-10,17:54:47,1494467687.0,1494438887.0
302149,"WAYWT - May 10, 2017",22,0,9,5,16,2017-05-10,20:19:49,1494476389.0,1494447589.0
ButterOnToads,"WAYWT - May 10, 2017",17,0,4,2,80,2017-05-11,00:10:09,1494490209.0,1494461409.0
sheena2015,"WAYWT - May 10, 2017",38,0,4,2,41,2017-05-10,16:30:10,1494462610.0,1494433810.0
,"WAYWT - May 10, 2017",16,0,2,2,1,2017-05-10,21:37:25,1494481045.0,1494452245.0
xtinamariet,"WAYWT - May 10, 2017",14,0,5,3,82,2017-05-10,17:36:07,1494466567.0,1494437767.0
emaleau,"WAYWT - May 10, 2017",32,0,7,4,60,2017-05-10,16:17:37,1494461857.0,1494433057.0
sarannasaurus,"WAYWT - May 10, 2017",12,0,5,2,109,2017-05-10,20:30:28,1494477028.0,1494448228.0
exmechanistic,"WAYWT - May 10, 2017",36,0,7,4,5,2017-05-10,17:56:55,1494467815.0,1494439015.0
asdfjklOHFUCKYOU,"WAYWT - May 10, 2017",11,0,0,0,81,2017-05-10,16:19:02,1494461942.0,1494433142.0
moglichkeiten,"WAYWT - May 10, 2017",10,0,2,1,27,2017-05-11,14:06:24,1494540384.0,1494511584.0
onemillionwolves,"WAYWT - May 10, 2017",31,0,4,4,75,2017-05-10,19:39:07,1494473947.0,1494445147.0
luckyduckling,"WAYWT - May 10, 2017",17,0,2,1,69,2017-05-10,17:34:14,1494466454.0,1494437654.0
ticklytiger,"WAYWT - May 10, 2017",17,0,5,2,29,2017-05-10,18:26:56,1494469616.0,1494440816.0
ximenaaa,"WAYWT - May 10, 2017",15,0,7,4,64,2017-05-10,20:18:09,1494476289.0,1494447489.0
kinasekinase,"WAYWT - May 10, 2017",14,0,4,2,23,2017-05-10,18:08:25,1494468505.0,1494439705.0
tuliphaze,"WAYWT - May 10, 2017",22,0,3,1,28,2017-05-10,16:18:42,1494461922.0,1494433122.0
glittergarbage,"WAYWT - May 10, 2017",24,0,10,4,105,2017-05-10,16:26:29,1494462389.0,1494433589.0
thecurvynerd,"WAYWT - May 10, 2017",39,0,16,10,127,2017-05-10,17:09:07,1494464947.0,1494436147.0
Hernandez999,"WAYWT - May 10, 2017",7,0,0,0,64,2017-05-11,13:58:11,1494539891.0,1494511091.0
2000srh,"WAYWT - May 10, 2017",17,0,4,2,125,2017-05-10,16:56:37,1494464197.0,1494435397.0
BrrrrrrItsColdUpHere,"WAYWT - May 10, 2017",12,0,2,1,26,2017-05-10,19:46:08,1494474368.0,1494445568.0
has_no_name,"WAYWT - May 10, 2017",10,0,3,2,30,2017-05-10,16:58:52,1494464332.0,1494435532.0
lizzybones,"WAYWT - May 10, 2017",23,0,3,2,27,2017-05-10,17:20:47,1494465647.0,1494436847.0
xomandark,"WAYWT - May 10, 2017",29,0,14,7,36,2017-05-10,16:20:16,1494462016.0,1494433216.0
LisaXavier,"WAYWT - May 10, 2017",16,0,7,5,171,2017-05-10,18:17:38,1494469058.0,1494440258.0
heyyogagirl,"WAYWT - May 10, 2017",14,0,11,6,42,2017-05-10,21:35:20,1494480920.0,1494452120.0
NoVestDance,"WAYWT - May 10, 2017",12,0,4,2,58,2017-05-10,16:12:55,1494461575.0,1494432775.0
,"WAYWT - May 10, 2017",6,0,1,1,1,2017-05-10,16:29:31,1494462571.0,1494433771.0
PM_ME_YOUR_BABY_PIC,"WAYWT - May 10, 2017",8,0,0,0,13,2017-05-10,19:51:52,1494474712.0,1494445912.0
,"WAYWT - May 10, 2017",3,0,1,1,1,2017-05-10,18:49:16,1494470956.0,1494442156.0
,"WAYWT - May 10, 2017",-5,0,1,1,1,2017-05-10,21:40:52,1494481252.0,1494452452.0
coffee_for_dinner,"WAYWT - May 07, 2017",90,0,11,7,170,2017-05-07,16:57:42,1494205062.0,1494176262.0
saphydoodle,"WAYWT - May 07, 2017",138,0,8,3,55,2017-05-07,17:35:18,1494207318.0,1494178518.0
full_boyle,"WAYWT - May 07, 2017",201,0,35,14,267,2017-05-07,20:42:25,1494218545.0,1494189745.0
MoonlightBloom,"WAYWT - May 07, 2017",53,0,6,6,76,2017-05-08,01:01:37,1494234097.0,1494205297.0
pupsinthetub,"WAYWT - May 07, 2017",41,0,1,1,11,2017-05-07,21:47:33,1494222453.0,1494193653.0
laur3n,"WAYWT - May 07, 2017",45,0,2,1,11,2017-05-08,02:08:46,1494238126.0,1494209326.0
tuliphaze,"WAYWT - May 07, 2017",79,0,9,4,103,2017-05-07,16:03:57,1494201837.0,1494173037.0
madinmadame,"WAYWT - May 07, 2017",71,0,11,5,52,2017-05-07,17:33:45,1494207225.0,1494178425.0
SusannaCarmichael,"WAYWT - May 07, 2017",65,0,15,6,7,2017-05-07,16:08:58,1494202138.0,1494173338.0
Deiji-,"WAYWT - May 07, 2017",61,0,7,4,45,2017-05-07,16:33:41,1494203621.0,1494174821.0
villonious,"WAYWT - May 07, 2017",32,0,5,3,30,2017-05-07,16:03:28,1494201808.0,1494173008.0
emaleau,"WAYWT - May 07, 2017",30,0,0,0,60,2017-05-07,16:14:06,1494202446.0,1494173646.0
LumpySp4cePrinces5,"WAYWT - May 07, 2017",31,0,7,5,57,2017-05-07,19:16:54,1494213414.0,1494184614.0
musicnalgebra,"WAYWT - May 07, 2017",30,0,13,7,68,2017-05-07,19:29:56,1494214196.0,1494185396.0
vitalvessalsvindicat,"WAYWT - May 07, 2017",25,0,2,2,134,2017-05-08,00:42:44,1494232964.0,1494204164.0
hellojazz,"WAYWT - May 07, 2017",51,0,2,1,48,2017-05-07,16:14:16,1494202456.0,1494173656.0
ticklytiger,"WAYWT - May 07, 2017",23,0,5,3,58,2017-05-07,19:43:28,1494215008.0,1494186208.0
Kaleidoscoopic,"WAYWT - May 07, 2017",19,0,0,0,47,2017-05-07,16:55:03,1494204903.0,1494176103.0
sarah-ah-um,"WAYWT - May 07, 2017",22,0,0,0,64,2017-05-07,21:08:37,1494220117.0,1494191317.0
kcwashere,"WAYWT - May 07, 2017",87,0,13,8,35,2017-05-07,17:26:16,1494206776.0,1494177976.0
AryaTS,"WAYWT - May 07, 2017",17,0,3,1,130,2017-05-07,19:04:52,1494212692.0,1494183892.0
w0nd3rlust,"WAYWT - May 07, 2017",18,0,7,4,62,2017-05-07,20:21:10,1494217270.0,1494188470.0
stephamelon,"WAYWT - May 07, 2017",35,0,5,3,59,2017-05-07,16:46:33,1494204393.0,1494175593.0
exmechanistic,"WAYWT - May 07, 2017",44,0,6,3,6,2017-05-07,16:15:13,1494202513.0,1494173713.0
licorice_roll,"WAYWT - May 07, 2017",14,0,7,3,63,2017-05-07,16:46:08,1494204368.0,1494175568.0
hopia89,"WAYWT - May 07, 2017",30,0,2,1,52,2017-05-07,16:17:57,1494202677.0,1494173877.0
Clairdassian,"WAYWT - May 07, 2017",28,0,1,1,20,2017-05-07,17:51:13,1494208273.0,1494179473.0
ModestMalka,"WAYWT - May 07, 2017",50,0,11,7,83,2017-05-07,16:08:41,1494202121.0,1494173321.0
Shprintze613,"WAYWT - May 07, 2017",24,0,2,1,21,2017-05-07,21:24:24,1494221064.0,1494192264.0
saewhatusaehowusae,"WAYWT - May 07, 2017",12,0,3,3,115,2017-05-08,23:14:27,1494314067.0,1494285267.0
Hoosiergirl29,"WAYWT - May 07, 2017",50,0,6,3,20,2017-05-07,18:48:27,1494211707.0,1494182907.0
ojiua,"WAYWT - May 07, 2017",18,0,3,2,29,2017-05-07,16:05:30,1494201930.0,1494173130.0
twoblueshoes,"WAYWT - May 07, 2017",18,0,2,1,299,2017-05-07,16:25:17,1494203117.0,1494174317.0
heyyogagirl,"WAYWT - May 07, 2017",27,0,9,6,161,2017-05-07,16:30:30,1494203430.0,1494174630.0
killerwhaletales,"WAYWT - May 07, 2017",15,0,2,1,106,2017-05-07,19:13:09,1494213189.0,1494184389.0
dress-up,"WAYWT - May 07, 2017",8,0,0,0,72,2017-05-09,00:38:02,1494319082.0,1494290282.0
a100lesserfaces,"WAYWT - May 07, 2017",22,0,2,2,101,2017-05-07,16:51:19,1494204679.0,1494175879.0
lawschoolbimbo,"WAYWT - May 07, 2017",20,0,2,2,124,2017-05-07,17:23:04,1494206584.0,1494177784.0
302149,"WAYWT - May 07, 2017",12,0,0,0,29,2017-05-07,16:24:25,1494203065.0,1494174265.0
,"WAYWT - May 07, 2017",18,0,2,2,1,2017-05-07,17:32:39,1494207159.0,1494178359.0
spookybuttwhispers,"WAYWT - May 07, 2017",10,0,1,1,35,2017-05-07,16:06:33,1494201993.0,1494173193.0
MCJokeExplainer,"WAYWT - May 07, 2017",7,0,1,1,100,2017-05-07,23:03:09,1494226989.0,1494198189.0
blackninjakitty,"WAYWT - May 07, 2017",14,0,2,1,58,2017-05-07,17:06:27,1494205587.0,1494176787.0
emaleau,"WAYWT - May 03, 2017",66,0,12,6,46,2017-05-03,17:03:29,1493859809.0,1493831009.0
,"WAYWT - May 03, 2017",53,0,3,3,1,2017-05-03,20:17:52,1493871472.0,1493842672.0
musicchick1,"WAYWT - May 03, 2017",54,0,11,4,40,2017-05-03,17:36:00,1493861760.0,1493832960.0
filletoxico,"WAYWT - May 03, 2017",57,0,3,3,94,2017-05-03,20:55:56,1493873756.0,1493844956.0
layneepup,"WAYWT - May 03, 2017",43,0,11,5,69,2017-05-03,20:48:06,1493873286.0,1493844486.0
vouloir,"WAYWT - May 03, 2017",39,0,4,3,19,2017-05-04,01:57:07,1493891827.0,1493863027.0
w0nd3rlust,"WAYWT - May 03, 2017",36,0,2,2,45,2017-05-03,19:58:42,1493870322.0,1493841522.0
,"WAYWT - May 03, 2017",30,0,2,2,76,2017-05-03,17:19:14,1493860754.0,1493831954.0
tapdancepanda,"WAYWT - May 03, 2017",52,0,4,4,33,2017-05-03,22:06:42,1493878002.0,1493849202.0
spookybuttwhispers,"WAYWT - May 03, 2017",27,0,2,1,23,2017-05-03,18:36:36,1493865396.0,1493836596.0
shercocked,"WAYWT - May 03, 2017",52,0,8,3,75,2017-05-03,16:28:56,1493857736.0,1493828936.0
Deiji-,"WAYWT - May 03, 2017",52,0,3,2,39,2017-05-03,16:29:11,1493857751.0,1493828951.0
nisiamo,"WAYWT - May 03, 2017",67,0,6,3,36,2017-05-03,16:14:22,1493856862.0,1493828062.0
bikinikills,"WAYWT - May 03, 2017",22,0,4,2,179,2017-05-03,17:21:37,1493860897.0,1493832097.0
2000srh,"WAYWT - May 03, 2017",44,0,8,6,153,2017-05-03,16:41:42,1493858502.0,1493829702.0
ruthannr94,"WAYWT - May 03, 2017",50,0,21,4,148,2017-05-03,17:58:36,1493863116.0,1493834316.0
villonious,"WAYWT - May 03, 2017",20,0,7,5,39,2017-05-03,23:56:24,1493884584.0,1493855784.0
ottaline_gambol,"WAYWT - May 03, 2017",42,0,23,8,85,2017-05-03,16:44:39,1493858679.0,1493829879.0
,"WAYWT - May 03, 2017",18,0,1,1,1,2017-05-03,19:47:06,1493869626.0,1493840826.0
ChocolateKitten,"WAYWT - May 03, 2017",17,0,2,1,131,2017-05-03,16:41:54,1493858514.0,1493829714.0
Misstarakat,"WAYWT - May 03, 2017",18,0,0,0,80,2017-05-03,18:12:55,1493863975.0,1493835175.0
xtinamariet,"WAYWT - May 03, 2017",17,0,11,3,78,2017-05-03,19:43:27,1493869407.0,1493840607.0
lizzybones,"WAYWT - May 03, 2017",34,0,4,4,48,2017-05-03,21:43:15,1493876595.0,1493847795.0
fangQQ,"WAYWT - May 03, 2017",13,0,4,2,89,2017-05-03,17:42:27,1493862147.0,1493833347.0
kcwashere,"WAYWT - May 03, 2017",43,0,4,2,37,2017-05-03,16:28:42,1493857722.0,1493828922.0
xomandark,"WAYWT - May 03, 2017",39,0,9,5,41,2017-05-03,16:54:33,1493859273.0,1493830473.0
exmechanistic,"WAYWT - May 03, 2017",45,0,11,6,5,2017-05-03,16:09:52,1493856592.0,1493827792.0
glittergarbage,"WAYWT - May 03, 2017",21,0,7,5,23,2017-05-03,17:56:37,1493862997.0,1493834197.0
ShiroiKabochaPumpkin,"WAYWT - May 03, 2017",21,0,6,4,124,2017-05-03,16:17:06,1493857026.0,1493828226.0
,"WAYWT - May 03, 2017",20,0,7,5,1,2017-05-03,16:25:42,1493857542.0,1493828742.0
sarannasaurus,"WAYWT - May 03, 2017",11,0,2,1,103,2017-05-03,19:42:31,1493869351.0,1493840551.0
ratioyouknow,"WAYWT - May 03, 2017",27,0,4,4,74,2017-05-03,16:11:00,1493856660.0,1493827860.0
LizzyLemonade,"WAYWT - May 03, 2017",32,0,10,6,328,2017-05-03,16:47:56,1493858876.0,1493830076.0
LisaXavier,"WAYWT - May 03, 2017",30,0,13,7,103,2017-05-03,17:10:20,1493860220.0,1493831420.0
Gabwielle,"WAYWT - May 03, 2017",46,0,4,2,87,2017-05-03,16:06:18,1493856378.0,1493827578.0
bioaberlecker,"WAYWT - May 03, 2017",14,0,8,3,77,2017-05-03,16:09:14,1493856554.0,1493827754.0
KimchiChan,"WAYWT - May 03, 2017",12,0,5,3,173,2017-05-03,16:26:19,1493857579.0,1493828779.0
asdfjklOHFUCKYOU,"WAYWT - May 03, 2017",9,0,4,2,29,2017-05-03,16:09:32,1493856572.0,1493827772.0
cusekyi,"WAYWT - May 03, 2017",7,0,2,1,236,2017-05-03,16:19:46,1493857186.0,1493828386.0
,"WAYWT - May 03, 2017",4,0,2,2,1,2017-05-03,16:30:51,1493857851.0,1493829051.0
niftynonsense,"WAYWT - April 30, 2017",82,0,11,6,53,2017-04-30,16:40:06,1493599206.0,1493570406.0
coffee_for_dinner,"WAYWT - April 30, 2017",91,0,18,9,22,2017-04-30,16:13:12,1493597592.0,1493568792.0
full_boyle,"WAYWT - April 30, 2017",155,0,16,7,347,2017-04-30,20:48:00,1493614080.0,1493585280.0
villonious,"WAYWT - April 30, 2017",85,0,22,8,57,2017-04-30,16:06:56,1493597216.0,1493568416.0
luicipher,"WAYWT - April 30, 2017",44,0,7,3,63,2017-05-01,16:01:39,1493683299.0,1493654499.0
cheesegrater_knees,"WAYWT - April 30, 2017",78,0,3,2,81,2017-04-30,17:37:40,1493602660.0,1493573860.0
babychickyellow,"WAYWT - April 30, 2017",97,0,9,8,179,2017-04-30,17:12:53,1493601173.0,1493572373.0
stephamelon,"WAYWT - April 30, 2017",103,0,8,7,79,2017-04-30,16:30:43,1493598643.0,1493569843.0
2000srh,"WAYWT - April 30, 2017",56,0,9,4,99,2017-04-30,17:54:08,1493603648.0,1493574848.0
bikinikills,"WAYWT - April 30, 2017",30,0,9,4,103,2017-04-30,18:38:53,1493606333.0,1493577533.0
Kaleidoscoopic,"WAYWT - April 30, 2017",25,0,8,5,127,2017-04-30,19:03:02,1493607782.0,1493578982.0
staringspace,"WAYWT - April 30, 2017",45,0,7,5,142,2017-04-30,20:32:31,1493613151.0,1493584351.0
layneepup,"WAYWT - April 30, 2017",43,0,2,1,53,2017-04-30,18:59:55,1493607595.0,1493578795.0
ediblesprysky,"WAYWT - April 30, 2017",21,0,1,1,186,2017-04-30,19:08:40,1493608120.0,1493579320.0
emaleau,"WAYWT - April 30, 2017",37,0,9,3,46,2017-04-30,16:24:15,1493598255.0,1493569455.0
tamberra,"WAYWT - April 30, 2017",66,0,8,6,39,2017-05-01,01:12:46,1493629966.0,1493601166.0
ShiroiKabochaPumpkin,"WAYWT - April 30, 2017",49,0,7,4,174,2017-04-30,17:18:16,1493601496.0,1493572696.0
twoblueshoes,"WAYWT - April 30, 2017",15,0,7,3,213,2017-04-30,16:26:39,1493598399.0,1493569599.0
spookybuttwhispers,"WAYWT - April 30, 2017",15,0,2,1,35,2017-04-30,16:21:25,1493598085.0,1493569285.0
Deiji-,"WAYWT - April 30, 2017",14,0,3,1,38,2017-04-30,16:35:06,1493598906.0,1493570106.0
lawschoolbimbo,"WAYWT - April 30, 2017",32,0,8,3,135,2017-04-30,17:38:03,1493602683.0,1493573883.0
bearmouth,"WAYWT - April 30, 2017",52,0,6,6,63,2017-04-30,21:21:52,1493616112.0,1493587312.0
hopia89,"WAYWT - April 30, 2017",38,0,2,1,50,2017-04-30,16:38:43,1493599123.0,1493570323.0
tapdancepanda,"WAYWT - April 30, 2017",38,0,6,3,33,2017-04-30,21:56:46,1493618206.0,1493589406.0
sheena2015,"WAYWT - April 30, 2017",31,0,10,5,50,2017-04-30,16:08:03,1493597283.0,1493568483.0
tuliphaze,"WAYWT - April 30, 2017",68,0,9,5,46,2017-04-30,17:40:43,1493602843.0,1493574043.0
w0nd3rlust,"WAYWT - April 30, 2017",20,0,3,2,88,2017-04-30,19:47:18,1493610438.0,1493581638.0
BlueSpiritBlues,"WAYWT - April 30, 2017",51,0,3,3,38,2017-04-30,17:00:52,1493600452.0,1493571652.0
chaosintejas,"WAYWT - April 30, 2017",36,0,4,2,94,2017-04-30,17:12:57,1493601177.0,1493572377.0
bioaberlecker,"WAYWT - April 30, 2017",34,0,7,3,15,2017-04-30,21:05:17,1493615117.0,1493586317.0
papercranium,"WAYWT - April 30, 2017",45,0,1,1,86,2017-05-01,00:28:01,1493627281.0,1493598481.0
heyyogagirl,"WAYWT - April 30, 2017",24,0,9,3,107,2017-04-30,16:41:22,1493599282.0,1493570482.0
302149,"WAYWT - April 30, 2017",14,0,2,1,130,2017-04-30,18:08:30,1493604510.0,1493575710.0
,"WAYWT - April 30, 2017",17,0,4,4,1,2017-04-30,16:48:17,1493599697.0,1493570897.0
nerrdygrrl15,"WAYWT - April 30, 2017",6,0,1,1,75,2017-05-02,06:47:50,1493736470.0,1493707670.0
ojiua,"WAYWT - April 30, 2017",16,0,4,2,49,2017-04-30,16:07:10,1493597230.0,1493568430.0
NifflerPlease,"WAYWT - April 30, 2017",21,0,5,1,48,2017-04-30,22:39:48,1493620788.0,1493591988.0
,"WAYWT - April 30, 2017",5,0,2,2,1,2017-05-03,01:27:04,1493803624.0,1493774824.0
arthur-russell,"WAYWT - April 30, 2017",8,0,1,1,25,2017-04-30,20:19:46,1493612386.0,1493583586.0
asdfjklOHFUCKYOU,"WAYWT - April 30, 2017",11,0,11,4,95,2017-04-30,22:35:13,1493620513.0,1493591713.0
undercoverofbranches,"WAYWT - April 30, 2017",6,0,4,2,55,2017-04-30,17:02:27,1493600547.0,1493571747.0
,"WAYWT - April 30, 2017",7,0,1,1,1,2017-04-30,17:14:03,1493601243.0,1493572443.0
,"WAYWT - April 30, 2017",15,0,6,3,207,2017-04-30,18:55:17,1493607317.0,1493578517.0
babychickyellow,"WAYWT - April 26, 2017",129,0,14,11,98,2017-04-26,16:55:04,1493254504.0,1493225704.0
super_cheeky,"WAYWT - April 26, 2017",96,0,14,6,11,2017-04-26,17:20:17,1493256017.0,1493227217.0
